director_name,num_critic_for_reviews,director_likes,actor_3_name,actor_3_likes,actor_2_name,actor_2_likes,actor_1_name,actor_1_likes,gross,Movie Name,num_voted_users,cast_total_facebook_likes,num_user_for_reviews,language,country,content_rating,budget,title_year,imdb_score,aspect_ratio,movie_likes
Maggie Carey,97,38,Scott Porter,690,Alia Shawkat,727,Donald Glover,801,3447339,The To Do ListÂ ,29517,2667,79,English,USA,R,1500000,2013,5.8,1.78,0
Roger Avary,37,675,Jean-Hugues Anglade,164,Salvator Xuereb,424,Eric Stoltz,902,418953,Killing ZoeÂ ,17322,1582,93,English,France,R,1500000,1993,6.5,1.85,853
Henry Bean,84,21,Summer Phoenix,76,Theresa Russell,243,Ryan Gosling,33000,406035,The BelieverÂ ,30314,33441,159,English,USA,R,1500000,2001,7.2,1.66,0
David Gordon Green,88,234,Tom Noonan,442,Connor Paolo,530,Michael Angarano,947,402820,Snow AngelsÂ ,10896,2747,57,English,USA,R,,2007,6.9,2.35,415
Simeon Rice,6,6,Malone Thomas,56,Lisa Brave,191,Ward G. Smith,393,,UnsulliedÂ ,95,792,3,English,USA,R,1500000,2014,5.5,2.35,307
Brad Anderson,127,122,Larry Fessenden,83,Brendan Sexton III,148,Paul Guilfoyle,210,373967,Session 9Â ,43839,469,481,English,USA,R,1500000,2001,6.5,2.35,0
Jeff Garlin,32,522,Joey Slotnick,423,Jeff Garlin,522,Jessy Schram,813,194568,I Want Someone to Eat Cheese WithÂ ,2963,2179,28,English,USA,R,1500000,2006,6.2,1.85,0
Qasim Basir,8,13,Evan Ross,616,Nia Long,826,Dorian Missick,1000,,Mooz-LumÂ ,919,3288,14,English,USA,PG-13,,2010,6.7,,0
Adam Green,229,134,Joel Murray,488,Kane Hodder,935,Joel David Moore,936,,HatchetÂ ,23349,3668,235,English,USA,R,1500000,2006,5.7,1.85,0
Charles Chaplin,120,0,Fred Malatesta,8,Stanley Blystone,8,Paulette Goddard,309,163245,Modern TimesÂ ,143086,352,211,English,USA,G,1500000,1936,8.6,1.37,0
Pete Jones,31,18,Bonnie Hunt,597,Aidan Quinn,767,Brian Dennehy,954,119841,Stolen SummerÂ ,2419,3901,55,English,USA,PG,1500000,2002,6.5,1.85,304
Bruce Campbell,100,0,Timothy Patrick Quill,158,Dan Hicks,328,Ted Raimi,634,173066,My Name Is BruceÂ ,21379,1238,88,English,USA,R,1500000,2007,6.3,1.85,0
Mark Brown,14,7,Garrett Morris,424,Monica Calhoun,597,Vivica A. Fox,890,92362,The SalonÂ ,444,3138,5,English,USA,PG-13,1500000,2005,4.3,1.85,68
Adam Carolla,14,102,David Alan Grier,360,Jim O'Heir,485,Jay Mohr,563,105943,Road HardÂ ,1351,2628,11,English,USA,,1500000,2015,6.1,,212
Ira Sachs,39,60,Darren E. Burrows,121,Jenny O'Hara,189,Rip Torn,826,,Forty Shades of BlueÂ ,1134,1240,26,English,USA,R,1500000,2005,6,1.85,216
John Sayles,35,407,Ronnie Lazaro,7,John Arcilla,8,Brian Lee Franklin,38,183490,AmigoÂ ,463,60,8,English,USA,R,1700000,2010,5.8,,594
Bruce McDonald,178,49,Boyd Banks,57,Georgina Reilly,98,Stephen McHattie,413,3478,PontypoolÂ ,22212,721,142,English,Canada,Not Rated,1500000,2008,6.7,2.35,0
James Mottern,46,7,Matthew Lawrence,711,Joey Lauren Adams,781,Jimmy Bennett,87000,52166,TruckerÂ ,2792,89263,22,English,USA,R,2000000,2008,6.7,2.35,371
Jaime Zevallos,,228,Michael Elian,134,Jaime Zevallos,228,Angela Sarafyan,310,,Me You and Five BucksÂ ,7,771,,English,USA,,1500000,2015,7.6,,132
Rob Zombie,234,0,Michael Berryman,721,Dee Wallace,725,Sid Haig,1000,1163508,The Lords of SalemÂ ,20376,5158,166,English,USA,R,2500000,2012,5.1,2.35,15000
Gerard Johnstone,166,3,Cameron Rhodes,28,Bruce Hopkins,46,Morgana O'Reilly,61,,HouseboundÂ ,23323,165,83,English,New Zealand,Not Rated,350000,2014,6.8,2.35,10000
Robert Greenwald,56,21,Matt Hunter,0,Jon Hunter,0,Lee Scott,0,,Wal-Mart: The High Cost of Low PriceÂ ,4120,0,70,English,USA,Not Rated,1500000,2005,6.8,1.85,0
David Ray,16,0,Kyla Wise,108,Sarah Lind,134,Nicole MuÃ±oz,199,,Fetching CodyÂ ,1232,596,10,English,Canada,,1500000,2005,6.8,,193
Dave Rodriguez,9,11,Paul Sorvino,636,Michael Rapaport,975,Chazz Palminteri,979,,Once Upon a Time in QueensÂ ,291,4036,7,English,USA,R,1500000,2013,6.3,1.89,283
Nae Caranfil,18,34,Martin Hancock,71,Joe Armstrong,98,Monica Barladeanu,129,,Closer to the MoonÂ ,2841,588,13,English,Romania,Not Rated,5000000,2014,7.1,2.35,0
David Winning,4,65,John DeSantis,146,Amber Marshall,265,Ashanti,341,,Mutant WorldÂ ,459,967,10,English,Canada,,1500000,2014,2.8,,236
Frank Lotito,,5,Tim Guinee,259,Jake Busey,660,Brighton Sharbino,3000,,Growing Up SmithÂ ,108,4320,1,English,USA,PG-13,2000000,2015,8.2,1.85,232
Timothy Woodward Jr.,6,764,Michael ParÃ©,492,Johnny Messner,522,Katrina Law,835,,CheckmateÂ ,735,2882,18,English,USA,,1500000,2015,3.1,2.35,402
Christopher McQuarrie,387,188,David Oyelowo,1000,Robert Duvall,3000,Tom Cruise,10000,80033643,Jack ReacherÂ ,226583,16385,448,English,USA,PG-13,60000000,2012,7,2.35,38000
Tara Subkoff,35,37,Lydia Hearst,56,Balthazar Getty,418,Timothy Hutton,501,,#HorrorÂ ,1547,1044,42,English,USA,Not Rated,1500000,2015,3.3,,750
Russell Friedenberg,27,9,Kiowa Gordon,485,Glen Powell,571,Rudy Youngblood,708,,Wind WalkersÂ ,133,2870,2,English,USA,R,2000000,2015,3.6,,135
William Cottrell,145,0,Lucille La Verne,31,Billy Gilbert,47,Adriana Caselotti,82,184925485,Snow White and the Seven DwarfsÂ ,133348,229,204,English,USA,Approved,2000000,1937,7.7,1.37,0
Lucrecia Martel,78,33,MarÃ­a Alche,3,Mercedes MorÃ¡n,5,MÃ­a Maestro,341,304124,The Holy GirlÂ ,2720,358,37,Spanish,Argentina,R,1400000,2004,6.7,1.85,57
Edward Dmytryk,10,74,Honor Blackman,387,Woody Strode,423,Brigitte Bardot,984,,ShalakoÂ ,1978,2140,41,English,UK,PG,1455000,1968,5.5,2.35,209
Zak Penn,60,87,John Bailey,37,Gabriel Beristain,70,Zak Penn,87,36830,Incident at Loch NessÂ ,3291,256,63,English,UK,PG-13,1400000,2004,6.6,1.85,400
Alex Ranarivelo,9,20,Cullen Douglas,256,Christina Moore,301,Lea Thompson,1000,,The Dog LoverÂ ,162,2419,8,English,USA,PG,2000000,2016,4.8,2.35,724
Jon Knautz,63,10,Chasty Ballesteros,295,Adam DiMarco,382,Camren Bicondova,756,,Girl HouseÂ ,4948,2072,33,English,Canada,,3150000,2014,5.5,2.35,969
Mathieu Amalric,92,412,Laurent Poitrenaux,3,LÃ©a Drucker,4,Mathieu Amalric,412,231186,The Blue RoomÂ ,2082,421,16,French,France,R,,2014,6.3,1.33,389
David Worth,4,58,Angela Jones,69,Jonathan Mangum,147,Jessica Szohr,847,,House at the End of the DriveÂ ,330,1159,6,English,USA,R,1400000,2014,6.9,,223
Leslie H. Martinson,53,7,Burt Ward,356,Cesar Romero,370,Burgess Meredith,1000,,Batman: The MovieÂ ,22975,2658,155,English,USA,Approved,1377800,1966,6.5,1.85,0
Guy Ritchie,116,0,Dexter Fletcher,452,Jason Flemyng,1000,Jason Statham,26000,3650677,"Lock, Stock and Two Smoking BarrelsÂ ",414976,28294,523,English,UK,R,960000,1998,8.2,1.85,21000
Robert M. Young,,0,Ned Beatty,467,Bruce McGill,655,Barry Corbin,883,,The Ballad of Gregorio CortezÂ ,39,3164,2,English,USA,,1250000,1982,7.1,,32
,13,,,,Michael Douglas,0,Karl Malden,416,,The Streets of San FranciscoÂ             ,3405,416,13,English,USA,,,,7.3,4,533
Thomas Vinterberg,98,346,Trine Dyrholm,141,Paprika Steen,278,Ulrich Thomsen,280,1647780,The CelebrationÂ ,65951,821,258,Danish,Denmark,R,1300000,1998,8.1,1.33,5000
Steve Buscemi,43,12000,Carol Kane,636,Debi Mazar,680,Steve Buscemi,12000,695229,Trees LoungeÂ ,11369,14420,65,English,USA,R,1300000,1996,7.2,1.85,872
Ham Tran,15,5,Cat Ly,5,Kieu Chinh,24,Long Nguyen,51,638951,Journey from the FallÂ ,775,83,19,Vietnamese,USA,R,1592000,2006,7.4,1.85,100
Rich Cowan,14,7,Peter Coyote,548,Karen Allen,783,Eric Dane,2000,609042,The BasketÂ ,449,3475,38,English,USA,PG,1300000,1999,6.5,1.85,117
Boris Rodriguez,56,5,Georgina Reilly,98,Thure Lindhardt,197,Stephen McHattie,413,1521,Eddie: The Sleepwalking CannibalÂ ,1231,843,10,English,Canada,Not Rated,1500000,2012,5.7,,932
Harold Becker,79,17,Carrie Preston,652,Miko Hughes,969,Bruce Willis,13000,32940507,Mercury RisingÂ ,54316,16537,127,English,USA,R,60000000,1998,6.1,2.35,0
,8,,Kristen Cloke,109,Tucker Smallwood,121,James Morrison,210,,Space: Above and BeyondÂ             ,6381,611,79,English,USA,,5000000,,7.7,1.33,963
Sadyk Sher-Niyaz,16,135,Mirlan Abdulayev,0,Aziz Muradillayev,0,Elina Abai Kyzy,0,,Queen of the MountainsÂ ,3144,0,24,English,Kyrgyzstan,PG-13,1400000,2014,8.7,2.35,0
Paul Donovan,18,4,Tim Choate,13,Lenore Zann,23,Maury Chaykin,232,,Def-Con 4Â ,1339,289,46,English,Canada,R,1750000,1985,4.3,1.85,220
Jonathan Kesselman,35,4,Tony Cox,624,Adam Goldberg,1000,Judy Greer,2000,19539,The Hebrew HammerÂ ,4182,6227,53,English,USA,R,1000000,2003,6.2,1.85,3000
Arjun Sablok,5,0,Samantha McLeod,40,Uday Chopra,145,Abhishek Bachchan,374,100358,Neal 'N' NikkiÂ ,1167,602,24,English,India,,1500000,2005,3.3,2.35,66
Craig Moss,16,19,Matt Crabtree,134,Bryan Callen,460,Noureen DeWulf,700,,The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About ItÂ ,5579,1499,42,English,USA,R,1300000,2010,2.7,1.85,0
Tyler Oliver,24,0,Christopher Atkins,511,Chloe Bridges,516,Bella Thorne,35000,,Forget Me NotÂ ,4866,38121,38,English,USA,R,1300000,2009,5.2,2.35,969
Alfred Hitchcock,144,13000,George Sanders,333,Joan Fontaine,991,Laurence Olivier,1000,,RebeccaÂ ,87424,2888,276,English,USA,Not Rated,1288000,1940,8.2,1.37,0
Steve Miner,242,49,Amy Steel,59,Adrienne King,121,Betsy Palmer,309,19100000,Friday the 13th Part 2Â ,39690,707,394,English,USA,R,1250000,1981,6.1,1.85,0
Billy Wilder,97,0,Frank Faylen,66,Jane Wyman,160,Ray Milland,287,,The Lost WeekendÂ ,24959,581,136,English,USA,Not Rated,1250000,1945,8,1.37,0
Douglas Cheek,77,4,Sam McMurray,132,John Heard,697,Daniel Stern,796,,C.H.U.D.Â ,7528,1866,88,English,USA,R,1250000,1984,5.5,1.85,0
Youssef Delara,16,8,Jorge Diaz,183,Jenni Rivera,245,Noel Gugliemi,2000,2833383,Filly BrownÂ ,910,2459,11,English,USA,R,427000,2012,5.7,2.35,0
Deryck Broom,7,11,Anupam Kher,397,Omar Benson Miller,418,Vic Mignogna,578,,The Lion of JudahÂ ,458,1730,3,English,USA,PG,15000000,2011,3.7,1.78,381
Henry Hathaway,74,83,Will Wright,48,Jean Peters,79,Joseph Cotten,469,,NiagaraÂ ,11047,683,116,English,USA,Approved,1250000,1953,7.1,1.37,1000
John Ford,74,673,Barry Fitzgerald,137,Walter Pidgeon,176,Roddy McDowall,595,,How Green Was My ValleyÂ ,15840,1129,124,English,USA,Approved,1250000,1941,7.8,1.37,0
,19,,Paul Sparks,201,Riley Keough,691,Mary Lynn Rajskub,934,,The Girlfriend ExperienceÂ             ,3282,1961,17,English,USA,TV-MA,,,7.3,,632
Spike Lee,46,0,Felicia Pearson,161,Elvis Nolasco,372,Rami Malek,3000,,Da Sweet Blood of JesusÂ ,794,4040,9,English,USA,,1420000,2014,4.1,2.35,447
Steven Soderbergh,58,0,Steven Brill,65,Laura San Giacomo,531,Peter Gallagher,828,24741700,"Sex, Lies, and VideotapeÂ ",37785,1431,95,English,USA,R,1200000,1989,7.2,1.85,2000
James Wan,287,0,Shawnee Smith,651,Monica Potter,878,Michael Emerson,2000,55153403,SawÂ ,299127,5161,1509,English,USA,R,1200000,2004,7.7,1.85,0
Jay Chandrasekhar,100,422,Jay Chandrasekhar,422,Daniel von Bargen,577,Geoffrey Arend,816,18488314,Super TroopersÂ ,76151,2893,333,English,USA,R,1200000,2001,7.1,1.85,0
Giovanni Zelko,5,4,Ben Youcef,434,Harry Lennix,748,Zuhair Haddad,18000,,The AlgerianÂ ,101,20218,1,English,USA,,1300000,2014,7.6,1.85,221
Claudia Sainte-Luce,50,0,JosÃ© Manuel Orozco Angulo,3,Vera Wilson,24,Ximena Ayala,31,11278,The Amazing CatfishÂ ,1229,58,2,Spanish,Mexico,,1300000,2013,7,,407
Scott Derrickson,276,301,Juan Riedinger,71,Jon Hamm,4000,Keanu Reeves,18000,79363785,The Day the Earth Stood StillÂ ,139426,22194,698,English,USA,PG-13,80000000,2008,5.5,2.35,0
Mira Nair,137,300,Lillete Dubey,73,Randeep Hooda,209,Naseeruddin Shah,307,13876974,Monsoon WeddingÂ ,19397,809,214,Hindi,India,R,7000000,2001,7.4,1.85,0
Kenneth Lonergan,122,50,Gaby Hoffmann,612,Rory Culkin,710,Matthew Broderick,2000,9180275,You Can Count on MeÂ ,22145,4288,231,English,USA,R,1200000,2000,7.7,1.85,756
Alfred Hitchcock,73,13000,Royal Dano,232,John Forsythe,255,Jerry Mathers,282,,The Trouble with HarryÂ ,24891,1041,150,English,USA,Approved,1200000,1955,7.2,1.5,0
Paul McGuigan,202,118,Dorian Missick,1000,Morgan Freeman,11000,Bruce Willis,13000,22494487,Lucky Number SlevinÂ ,262160,26451,507,English,Germany,R,27000000,2006,7.8,2.35,10000
Jamie Babbit,99,91,Eddie Cibrian,849,Clea DuVall,1000,Natasha Lyonne,1000,2199853,But I'm a CheerleaderÂ ,19986,4289,186,English,USA,R,1200000,1999,6.6,1.85,0
David Boyd,10,29,Scott Elrod,449,Drew Waters,848,Vivica A. Fox,890,2859955,Home RunÂ ,2417,2681,32,English,USA,PG-13,1200000,2013,6,2.35,0
Quentin Tarantino,173,16000,Chris Penn,455,Steve Buscemi,12000,Quentin Tarantino,16000,2812029,Reservoir DogsÂ ,664719,28994,931,English,USA,R,1200000,1992,8.4,2.35,19000
Walter Lang,7,9,Gale Sondergaard,51,Nigel Bruce,62,Spring Byington,94,,The Blue BirdÂ ,1047,293,25,English,USA,Approved,,1940,6.5,1.37,548
Sergio Leone,181,0,Enzo Petito,24,Luigi Pistilli,34,Clint Eastwood,16000,6100000,"The Good, the Bad and the UglyÂ ",503509,16089,780,Italian,Italy,Approved,1200000,1966,8.9,2.35,20000
Anna Muylaert,111,9,Luis Miranda,4,Regina CasÃ©,9,Alex Huszar,61,375723,The Second MotherÂ ,7025,76,26,Portuguese,Brazil,R,4000000,2015,7.9,2.35,0
Steve Taylor,38,14,Eric Lange,274,Marshall Allman,330,Jason Marsden,1000,594904,Blue Like JazzÂ ,2582,1805,89,English,USA,PG-13,1200000,2012,6,1.85,0
Kurt Voss,12,0,ZoÃ« Poledouris,3,Coyote Shivers,44,Lemmy,268,58936,Down and Out with the DollsÂ ,91,318,4,English,USA,R,1200000,2001,6.1,1.78,27
LÃ©a Pool,23,4,,,,,,,24784,"Pink Ribbons, Inc.Â ",591,0,10,English,Canada,Not Rated,1200000,2011,7.4,,5000
James David Pasternak,17,0,Jonathan Winters,924,Sarah Silverman,931,Robin Williams,49000,7826,Certifiably JonathanÂ ,132,54484,2,English,USA,,1200000,2007,6.2,,87
Laurent Bouhnik,9,0,Yassine Azzouz,24,Johnny Amaro,29,DÃ©borah RÃ©vy,34,,QÂ ,4068,114,16,French,France,,1500000,2011,5.6,1.78,754
Tom Sanchez,1,0,Juan Carlos Montoya,0,Antonio ArruÃ©,2,Nataniel SÃ¡nchez,3,3830,The Knife of Don JuanÂ ,27,5,1,Spanish,USA,,1200000,2013,7.2,,75
David Caffrey,51,4,Jim Cody Williams,95,Scott Adsit,316,Marley Shelton,690,,Grand Theft ParsonsÂ ,2953,1438,38,English,USA,PG-13,,2003,6.1,1.85,480
Adam Jay Epstein,14,0,Vanessa Lee Chester,227,Denise Boutte,295,Rich Ceraulo,387,,Extreme MovieÂ ,9560,1190,35,English,USA,R,,2008,3.8,1.85,636
Michael Curtiz,24,345,Spring Byington,94,David Niven,490,Errol Flynn,843,,The Charge of the Light BrigadeÂ ,3418,1621,52,English,USA,Approved,1200000,1936,7.1,1.37,204
Justin Thomas Ostensen,18,0,Michael Eisner,5,Kristin Booth,134,Michael Berryman,721,,Below ZeroÂ ,652,862,11,English,Canada,R,1200000,2011,4.5,,161
Brenton Spencer,22,0,Chelsey Reist,63,Victor Zinck Jr.,91,Christie Burke,380,,CrowsnestÂ ,1321,630,51,English,Canada,R,1200000,2012,3.8,,238
Rob Bowman,9,38,Brittney Powell,117,Jacob Vargas,399,Alanna Ubach,584,2850263,AirborneÂ ,5061,1218,70,English,USA,PG,2600000,1993,6.2,1.85,0
Ossie Davis,30,282,Calvin Lockhart,148,Cleavon Little,434,Redd Foxx,586,,Cotton Comes to HarlemÂ ,1172,1581,27,English,USA,R,1200000,1970,6.6,1.85,477
Jay Alaimo,9,2,Patrick Muldoon,475,Sabrina Carmichael,500,William McNamara,10000,,The Wicked WithinÂ ,742,11257,7,English,USA,R,1200000,2015,4.6,,479
Dylan Bank,7,0,Dustin Diamond,312,Deirdre Lorenz,350,Seregon O'Dassey,498,,Bleeding HeartsÂ ,71,1810,2,English,USA,,1200000,2015,4.2,,242
Rob McKittrick,91,6,Vanessa Lengies,804,Dane Cook,1000,Ryan Reynolds,16000,16101109,Waiting...Â ,76467,19957,236,English,USA,R,3000000,2005,6.8,1.85,0
Shane Meadows,99,222,George Newton,68,Gary Stretch,404,Paddy Considine,680,6013,Dead Man's ShoesÂ ,39929,1311,207,English,UK,,695393,2004,7.7,1.85,0
,2,,Lucy Fry,206,John Jarratt,457,Richard Cawthorne,511,,Wolf CreekÂ             ,726,1617,6,English,Australia,,,,7.1,2,954
Jeff Burr,57,155,Susan Tyrrell,147,Clu Gulager,426,Terry Kiser,448,1400000,From a Whisper to a ScreamÂ ,1324,1329,37,English,USA,R,1100000,1987,5.9,1.85,241
Harry Gantz,12,0,,,,,,,247740,Sex with StrangersÂ ,285,0,8,English,USA,,,2002,4.7,1.33,51
Guy Maddin,58,126,Brent Neale,3,CindyMarie Small,4,Sarah Murphy-Dyson,14,39659,Dracula: Pages from a Virgin's DiaryÂ ,1555,21,32,English,Canada,,1600000,2002,7,1.85,131
Regardt van den Bergh,5,12,Jeanne Neilson,25,Frank Rautenbach,48,Sean Cameron Michael,412,,Faith Like PotatoesÂ ,2050,521,36,Zulu,South Africa,PG,10000000,2006,6.9,1.85,0
Panos Cosmatos,97,22,Eva Bourne,48,Marilyn Norry,95,Chris Gauthier,434,56129,Beyond the Black RainbowÂ ,6555,645,82,English,Canada,R,1100000,2010,6.1,2.35,0
Gareth Evans,481,338,Donny Alamsyah,60,Yayan Ruhian,342,Iko Uwais,1000,4105123,The Raid: RedemptionÂ ,148221,1445,316,Indonesian,Indonesia,R,1100000,2011,7.6,1.85,51000
Matthew R. Anderson,17,252,Matthew R. Anderson,252,Vernon Wells,745,Johnny Pacar,1000,,The Dead UndeadÂ ,737,2510,15,English,USA,R,1100000,2010,3,1.85,444
Joe Marino,9,0,Joe Marino,0,Anella Vastola,0,Piero MaggiÃ²,12,,The Vatican ExorcismsÂ ,332,12,10,English,Italy,R,1100000,2013,2.6,2.35,200
Michael Curtiz,242,345,Conrad Veidt,269,Claude Rains,607,Humphrey Bogart,2000,,CasablancaÂ ,387508,3442,1123,English,USA,PG,950000,1942,8.6,1.37,23000
Joel Anderson,95,0,Martin Sharpe,5,Rosie Traynor,5,Talia Zucker,12,,Lake MungoÂ ,9465,29,85,English,Australia,R,1400000,2008,6.1,1.85,0
Shimit Amin,14,6,Gauhar Khan,20,Shazahn Padamsee,22,Ranbir Kapoor,964,,Rocket Singh: Salesman of the YearÂ ,11010,1052,35,Hindi,India,,,2009,7.5,,773
Douglas Trumbull,87,136,Jesse Vint,42,Ron Rifkin,184,Bruce Dern,844,,Silent RunningÂ ,20678,1080,199,English,USA,GP,1000000,1972,6.7,1.85,0
John G. Avildsen,141,80,Carl Weathers,794,Burgess Meredith,1000,Sylvester Stallone,13000,117235247,RockyÂ ,375240,16094,542,English,USA,PG,960000,1976,8.1,1.33,0
Mona Fastvold,16,2,Gitte Witt,9,Brady Corbet,287,Christopher Abbott,321,,The SleepwalkerÂ ,512,622,2,English,Norway,Not Rated,1100000,2014,4.9,2.35,234
John Carpenter,212,0,Janet Leigh,606,Hal Holbrook,826,Jamie Lee Curtis,2000,21378000,The FogÂ ,46493,4878,335,English,USA,R,1000000,1980,6.8,2.35,7000
Tony Richardson,30,62,Hugh Griffith,69,Susannah York,269,Albert Finney,883,,Tom JonesÂ ,8508,1371,56,English,UK,Unrated,1000000,1963,6.8,1.37,328
Levan Gabriadze,270,6,Heather Sossaman,142,Renee Olstead,305,Shelley Hennig,707,31537320,UnfriendedÂ ,44329,1565,309,English,USA,R,1000000,2014,5.7,1.85,13000
Martin Scorsese,211,17000,Peter Boyle,595,Albert Brooks,745,Robert De Niro,22000,,Taxi DriverÂ ,507063,23525,881,English,USA,R,1300000,1976,8.3,1.85,35000
Joe Dante,161,287,Dee Wallace,725,Robert Picardo,823,Patrick Macnee,1000,17986000,The HowlingÂ ,22773,4438,195,English,USA,R,1000000,1981,6.6,1.85,0
Terence Young,184,92,Lois Maxwell,177,Jack Lord,275,Ursula Andress,650,16067035,Dr. NoÂ ,116642,1421,389,English,UK,Approved,1100000,1962,7.3,1.37,5000
Bradley Parker,270,18,Jonathan Sadowski,300,Ingrid BolsÃ¸ Berdal,466,Jesse McCartney,1000,18112929,Chernobyl DiariesÂ ,52642,2665,271,English,USA,R,1000000,2012,5,1.85,24000
Clive Barker,203,385,Clare Higgins,100,Ashley Laurence,209,Andrew Robinson,266,14564027,HellraiserÂ ,76407,673,335,English,UK,R,1000000,1987,7,1.85,0
Harold Cronk,29,18,Maria Canals-Barrera,295,Robin Givens,420,Benjamin A. Onyango,634,20773070,God's Not Dead 2Â ,4501,1810,102,English,USA,PG,5000000,2016,3.4,2.35,0
Jeff Wadlow,137,65,Lindy Booth,683,Gary Cole,989,Julian Morris,1000,10042266,Cry_WolfÂ ,23021,3155,220,English,USA,PG-13,1000000,2005,5.9,2.35,816
Takao Okawara,107,2,Sakae Kimura,3,Naomi Nishida,3,Hiroshi Abe,43,10037390,Godzilla 2000Â ,5442,53,140,Japanese,Japan,PG,1000000000,1999,6,2.35,339
Derek Cianfrance,377,310,John Doman,616,Mike Vogel,2000,Ryan Gosling,33000,9701559,Blue ValentineÂ ,141425,35941,283,English,USA,R,3500000,2010,7.4,1.66,25000
Duncan Tucker,169,2,Paul Borghese,226,Felicity Huffman,508,Kevin Zegers,2000,9013113,TransamericaÂ ,36321,3192,230,English,USA,R,1000000,2005,7.4,1.85,0
William Brent Bell,225,19,Brian Johnson,128,Claudiu Trandafir,169,Fernanda Andrade,403,53245055,The Devil InsideÂ ,30570,988,290,English,USA,R,1000000,2012,4.2,1.85,12000
Russ Meyer,101,199,Harrison Page,44,Cynthia Myers,46,Charles Napier,503,9000000,Beyond the Valley of the DollsÂ ,7584,731,137,English,USA,X,900000,1970,6.2,2.35,0
Robert D. Webb,39,0,Debra Paget,102,Neville Brand,110,James Drury,356,,Love Me TenderÂ ,2636,831,36,English,USA,,1000000,1956,6.2,2.35,365
Davis Guggenheim,372,49,,,Al Gore,68,Billy West,861,23808111,An Inconvenient TruthÂ ,67654,929,504,English,USA,PG,,2006,7.5,1.85,0
Allan Dwan,40,23,Forrest Tucker,88,Richard Jaeckel,102,James Brown,183,,Sands of Iwo JimaÂ ,7346,510,69,English,USA,Approved,1000000,1949,7.2,1.37,624
Martin Scorsese,129,17000,Albert Maysles,184,Keith Richards,426,Mick Jagger,543,5355376,Shine a LightÂ ,9638,1218,67,English,USA,PG-13,,2008,7.2,1.85,0
Eli Roth,285,0,Magda Apanowicz,389,Richard Burgi,550,Daryl Sabara,640,7186670,The Green InfernoÂ ,21468,2082,164,English,USA,R,6000000,2013,5.4,2.35,12000
Andrew Steggall,29,0,Niamh Cusack,30,Alex Lawther,47,Juliet Stevenson,202,,DepartureÂ ,162,283,5,English,UK,,1100000,2015,7,1.85,75
Ben Lewin,337,20,Rhea Perlman,365,Adam Arkin,374,W. Earl Brown,422,5997134,The SessionsÂ ,36381,1899,126,English,USA,R,1000000,2012,7.2,1.85,11000
Robert Kenner,120,11,Barbara Kowalcyk,2,Eric Schlosser,3,Michael Pollan,37,4417124,"Food, Inc.Â ",42389,42,183,English,USA,PG,,2008,7.9,1.78,37000
Andrew Erwin,40,10,Jason Burkey,245,Robert Amaya,264,Rachel Hendrix,544,5355847,October BabyÂ ,6110,1147,82,English,USA,PG-13,,2011,6.8,,0
Brad Anderson,38,122,Holland Taylor,458,Callie Thorne,472,Philip Seymour Hoffman,22000,3386698,Next Stop WonderlandÂ ,4195,23461,86,English,USA,R,1000000,1998,6.7,1.85,392
Jason Reitman,387,655,Rainn Wilson,973,Jennifer Garner,3000,J.K. Simmons,24000,143492840,JunoÂ ,414345,28817,881,English,USA,PG-13,7500000,2007,7.5,1.85,10000
Craig Johnson,185,7,Kathleen Rose Perkins,180,Boyd Holbrook,439,Ty Burrell,3000,5283379,The Skeleton TwinsÂ ,31254,3986,79,English,USA,R,,2014,6.8,2.35,0
Sean Durkin,348,46,Brady Corbet,287,Julia Garner,300,Christopher Abbott,321,2981638,Martha Marcy May MarleneÂ ,40425,1263,186,English,USA,R,,2011,6.9,2.35,0
Gillian Robespierre,155,9,Jake Lacy,313,Jenny Slate,457,Gaby Hoffmann,612,3122616,Obvious ChildÂ ,16594,1587,73,English,USA,R,,2014,6.8,2.35,0
Courtney Hunt,181,33,Misty Upham,229,Michael O'Keefe,238,Charlie McDermott,496,2508841,Frozen RiverÂ ,21746,994,93,English,USA,R,1000000,2008,7.2,1.85,0
Morgan Neville,149,9,Merry Clayton,13,Lou Adler,19,Sheryl Crow,130,4946250,20 Feet from StardomÂ ,9540,198,80,English,USA,PG-13,1000000,2013,7.4,1.78,14000
James Toback,54,56,Angel David,13,Natasha Gregson Wagner,104,Robert Downey Jr.,21000,1950218,Two Girls and a GuyÂ ,5933,21124,102,English,USA,R,1000000,1997,5.6,1.85,387
Nicole Holofcener,18,132,Vincent Pastore,584,Anne Heche,695,Kevin Corrigan,778,1277257,Walking and TalkingÂ ,2629,2400,32,English,UK,R,1000000,1996,6.8,1.85,227
Peter Cattaneo,122,11,Lesley Sharp,121,Mark Addy,891,Tom Wilkinson,1000,45857453,The Full MontyÂ ,82232,2323,174,English,UK,R,3500000,1997,7.2,1.85,0
Chris Paine,87,2,Colette Divine,5,Phyllis Diller,659,Ed Begley Jr.,783,1677838,Who Killed the Electric Car?Â ,11283,1447,155,English,USA,PG,1000000,2006,7.7,1.75,0
Greg Berlanti,51,112,Mary McCormack,428,Nia Long,826,Justin Theroux,1000,1744858,The Broken Hearts Club: A Romantic ComedyÂ ,6084,3085,120,English,USA,R,1000000,2000,7,2.35,671
